question_id,question,method,k,target_tokens,hit_at_k,first_hit_rank,evidence_chunk_id,top1_preview,matched_keyword_count,matched_keywords
Q2,What are the signs and symptoms of opioid overdose?,sentence_pack,3,10000,0,,,"Contact Management of Substance Abuse Department of Mental Health and Substance Abuse 20, Avenue Appia 1211 Geneva 27 Switzerland Tel: + 41 22 791 21 11 Email: msb@who.int www.who.int/substance_abuse ...",0,
Q2,What are the signs and symptoms of opioid overdose?,semantic,3,10000,1,1,SAMHSA Overdose Prevention and Response Toolkit.txt::semantic::1,"Obtain an opioid overdose reversal medication such as naloxone or nalmefene, as well as fentanyl and xylazine test strips. Information on treatment services available in or near your community can be ...",4,shallow breathing|blue|purple|awaken
Q3,What is buprenorphine and how is it used to treat opioid use disorder?,fixed,3,10000,1,2,a-drug-court-clinician's-guide-for-linking-people-to-opioid-treatment-services.txt::fixed::0,"both monoproduct and extended-release injection forms. The drugs are preferred in more states, and fewer states have PA requirements or quantity limits. This expansion of access aligns with recent res...",5,buprenorphine|partial agonist|withdrawal|office based|suboxone
Q3,What is buprenorphine and how is it used to treat opioid use disorder?,fixed_overlap,3,10000,1,1,a-drug-court-clinician's-guide-for-linking-people-to-opioid-treatment-services.txt::fixed_overlap::0,"=== Page 1 === A Drug Court Clinician’s Guide for Linking People to Opioid Treatment Services in Outpatient Offices, Clinics, and Opioid Treatment Programs (OTPs) === Page 2 === Introduction This pock...",5,buprenorphine|partial agonist|withdrawal|office based|suboxone
Q3,What is buprenorphine and how is it used to treat opioid use disorder?,recursive,3,10000,0,,,23 Buprenorphine (Monoproduct and Extended‑Release Injection) ● Buprenorphine monoproduct (buprenorphine alone) is very widely covered (see Fig. 6a and 6b). Injectable buprenorphine is covered in fewe...,0,
Q3,What is buprenorphine and how is it used to treat opioid use disorder?,sentence_pack,3,10000,1,2,a-drug-court-clinician's-guide-for-linking-people-to-opioid-treatment-services.txt::sentence_pack::0,"Injectable buprenorphine is covered in fewer states, and the rates of preferred status among those states with coverage is similar (see Fig. 7a and 7b). However, buprenorphine monoproduct is more like...",5,buprenorphine|partial agonist|withdrawal|office based|suboxone
Q3,What is buprenorphine and how is it used to treat opioid use disorder?,semantic,3,10000,1,1,a-drug-court-team-member's-guide-to-medication-in-addiction-treatment.txt::semantic::1,• Abrupt discontinuation of buprenorphine precipitates acute withdrawal. Participants should be warned about this and encouraged not to miss appointments. 12 • ©2018 ASAM and NADCP All rights reserved...,5,buprenorphine|partial agonist|withdrawal|office based|suboxone
Q4,What is methadone and when is it recommended for OUD treatment?,fixed,3,10000,1,1,a-drug-court-team-member's-guide-to-medication-in-addiction-treatment.txt::fixed::0,"=== Page 1 === A Drug Court Team Member’s Guide to Medication in Addiction Treatment === Page 2 === Introduction This pocket guide is intended for non-clinical drug court team members (e.g., court coo...",6,methadone|agonist|daily dosing|otp|opioid treatment program|adherence
Q4,What is methadone and when is it recommended for OUD treatment?,fixed_overlap,3,10000,1,1,a-drug-court-team-member's-guide-to-medication-in-addiction-treatment.txt::fixed_overlap::0,"=== Page 1 === A Drug Court Team Member’s Guide to Medication in Addiction Treatment === Page 2 === Introduction This pocket guide is intended for non-clinical drug court team members (e.g., court coo...",6,methadone|agonist|daily dosing|otp|opioid treatment program|adherence
Q4,What is methadone and when is it recommended for OUD treatment?,recursive,3,10000,1,1,a-drug-court-team-member's-guide-to-medication-in-addiction-treatment.txt::recursive::0,"=== Page 1 ===  A Drug Court Team Member’s Guide to Medication in Addiction Treatment  === Page 2 ===  Introduction This pocket guide is intended for non-clinical drug court team members (e.g., court ...",6,methadone|agonist|daily dosing|otp|opioid treatment program|adherence
Q4,What is methadone and when is it recommended for OUD treatment?,sentence_pack,3,10000,1,1,a-drug-court-team-member's-guide-to-medication-in-addiction-treatment.txt::sentence_pack::0,"=== Page 1 ===  A Drug Court Team Member’s Guide to Medication in Addiction Treatment  === Page 2 ===  Introduction This pocket guide is intended for non-clinical drug court team members (e.g., court ...",6,methadone|agonist|daily dosing|otp|opioid treatment program|adherence
Q4,What is methadone and when is it recommended for OUD treatment?,semantic,3,10000,1,1,a-drug-court-team-member's-guide-to-medication-in-addiction-treatment.txt::semantic::0,"=== Page 1 ===  A Drug Court Team Member’s Guide to Medication in Addiction Treatment  === Page 2 ===  Introduction This pocket guide is intended for non-clinical drug court team members (e.g., court ...",5,methadone|agonist|daily dosing|otp|adherence
Q5,What is naltrexone and how does it work for opioid addiction?,fixed,3,10000,1,2,14104_Community Management of Opioid Overdose.txt::fixed::0,of doses distributed in observational studies are reported to be used. Naloxone was used in approximately 70% of the overdoses witnessed by laypersons provided with take-home naloxone (50–54). However...,4,naltrexone|antagonist|relapse|injectable
Q5,What is naltrexone and how does it work for opioid addiction?,fixed_overlap,3,10000,1,2,14104_Community Management of Opioid Overdose.txt::fixed_overlap::0,"overdose deaths and the proportion of witnessed opioid overdoses that are fatal, both where naloxone has been provided and where naloxone has not been provided. Review date It is not expected that the...",4,naltrexone|antagonist|relapse|injectable
Q5,What is naltrexone and how does it work for opioid addiction?,recursive,3,10000,0,,,"Key question 1 – naloxone distribution (see Annex 2 for details) Background Naloxone is a semisynthetic competitive opioid antagonist with highest affinity for the μ-receptor, though it also acts at κ...",0,
Q5,What is naltrexone and how does it work for opioid addiction?,sentence_pack,3,10000,1,3,14104_Community Management of Opioid Overdose.txt::sentence_pack::0,"The RCT of 172 patients in Victoria, Australia, comparing IN and IM naloxone for pre-hospital administration found both well tolerated with no differences observed in agitation and/or violence (IN: 6....",4,naltrexone|antagonist|relapse|injectable
Q5,What is naltrexone and how does it work for opioid addiction?,semantic,3,10000,1,1,a-drug-court-team-member's-guide-to-medication-in-addiction-treatment.txt::semantic::1,• Abrupt discontinuation of buprenorphine precipitates acute withdrawal. Participants should be warned about this and encouraged not to miss appointments. 12 • ©2018 ASAM and NADCP All rights reserved...,6,naltrexone|antagonist|relapse|abstinent|vivitrol|injectable
Q6,How is the FQHC and CCBHC partnership structured for MOUD delivery?,fixed,3,10000,1,3,CIB on Opportunities to Address MH and SUD Needs of Homeless Individuals.txt::fixed::0,Basic Coding for Integrated Behavioral Health Care Updated February 2025 Always check with your state and all payors to determine the necessary qualifications for the designated billing providers. Not...,5,ccbhc|access|partnership|moud|behavioral health
Q6,How is the FQHC and CCBHC partnership structured for MOUD delivery?,fixed_overlap,3,10000,1,3,CIB on Opportunities to Address MH and SUD Needs of Homeless Individuals.txt::fixed_overlap::0,Basic Coding for Integrated Behavioral Health Care Updated February 2025 Always check with your state and all payors to determine the necessary qualifications for the designated billing providers. Not...,5,ccbhc|access|partnership|moud|behavioral health
Q6,How is the FQHC and CCBHC partnership structured for MOUD delivery?,recursive,3,10000,1,3,CIB on Opportunities to Address MH and SUD Needs of Homeless Individuals.txt::recursive::0,Basic Coding for Integrated Behavioral Health Care Updated February 2025  Always check with your state and all payors to determine the necessary qualifications for the designated billing providers. No...,5,ccbhc|access|partnership|moud|behavioral health
Q6,How is the FQHC and CCBHC partnership structured for MOUD delivery?,sentence_pack,3,10000,1,3,CIB on Opportunities to Address MH and SUD Needs of Homeless Individuals.txt::sentence_pack::0,Basic Coding for Integrated Behavioral Health Care Updated February 2025  Always check with your state and all payors to determine the necessary qualifications for the designated billing providers. No...,5,ccbhc|access|partnership|moud|behavioral health
Q6,How is the FQHC and CCBHC partnership structured for MOUD delivery?,semantic,3,10000,1,3,CIB on Opportunities to Address MH and SUD Needs of Homeless Individuals.txt::semantic::0,Basic Coding for Integrated Behavioral Health Care Updated February 2025  Always check with your state and all payors to determine the necessary qualifications for the designated billing providers. No...,5,ccbhc|access|partnership|moud|behavioral health
Q7,What training do staff receive for the MOUD program?,fixed,3,10000,0,,,Basic Coding for Integrated Behavioral Health Care Updated February 2025 Always check with your state and all payors to determine the necessary qualifications for the designated billing providers. Not...,0,
Q7,What training do staff receive for the MOUD program?,fixed_overlap,3,10000,0,,,Basic Coding for Integrated Behavioral Health Care Updated February 2025 Always check with your state and all payors to determine the necessary qualifications for the designated billing providers. Not...,0,
Q7,What training do staff receive for the MOUD program?,recursive,3,10000,0,,,inappropriate use reported A buddy was required to come along to the training session. This was a problem for recruitment at some points. Refresher trainings and replacement of naloxone were offered. ...,0,
Q7,What training do staff receive for the MOUD program?,sentence_pack,3,10000,0,,,"Tobin 2009 Baltimore, USA n=250 street drug users, FU=85, followed up at 6 months Taught risk factors, sign and symptoms of opiate OD and strategies for preventing opiate OD and trained in IM injectio...",0,
Q7,What training do staff receive for the MOUD program?,semantic,3,10000,0,,,"Treatment stages include beginner (1-90 days abstinent), intermediate (91- 365 days abstinent), and advanced (365+ days abstinent). Requirements for group and individual therapy sessions vary with sta...",0,
Q8,How is medication-assisted treatment billed and financed?,fixed,3,10000,1,1,"Medicaid Coverage of Medications to Reverse Opioid Overdose and Treat Alcohol and Opioid Use Disorders, Report.txt::fixed::0",Center for Financing Reform and Innovation Medicaid Coverage of Medications to Reverse Opioid Overdose and Treat Alcohol and Opioid Use Disorders i Acknowledgments This report was prepared for the Sub...,5,medicaid|billing|insurance|reimburse|code
Q8,How is medication-assisted treatment billed and financed?,fixed_overlap,3,10000,1,1,"Medicaid Coverage of Medications to Reverse Opioid Overdose and Treat Alcohol and Opioid Use Disorders, Report.txt::fixed_overlap::0",Center for Financing Reform and Innovation Medicaid Coverage of Medications to Reverse Opioid Overdose and Treat Alcohol and Opioid Use Disorders i Acknowledgments This report was prepared for the Sub...,5,medicaid|billing|insurance|reimburse|code
Q8,How is medication-assisted treatment billed and financed?,recursive,3,10000,1,1,"Medicaid Coverage of Medications to Reverse Opioid Overdose and Treat Alcohol and Opioid Use Disorders, Report.txt::recursive::0",Center for Financing Reform and Innovation Medicaid Coverage of Medications to Reverse Opioid Overdose and Treat Alcohol and Opioid Use Disorders  i Acknowledgments This report was prepared for the Su...,5,medicaid|billing|insurance|reimburse|code
Q8,How is medication-assisted treatment billed and financed?,sentence_pack,3,10000,1,1,"Medicaid Coverage of Medications to Reverse Opioid Overdose and Treat Alcohol and Opioid Use Disorders, Report.txt::sentence_pack::0",Center for Financing Reform and Innovation Medicaid Coverage of Medications to Reverse Opioid Overdose and Treat Alcohol and Opioid Use Disorders  i Acknowledgments This report was prepared for the Su...,5,medicaid|billing|insurance|reimburse|code
Q8,How is medication-assisted treatment billed and financed?,semantic,3,10000,1,1,"Medicaid Coverage of Medications to Reverse Opioid Overdose and Treat Alcohol and Opioid Use Disorders, Report.txt::semantic::1",The combination of the SUPPORT Act and the Medicaid Drug Rebate Program leaves states with considerable flexibility in determining how to cover medications for AUD and OUD34 in accordance with appropr...,5,medicaid|billing|insurance|reimburse|code
Q9,What is opioid withdrawal and how should it be managed?,fixed,3,10000,1,1,a-drug-court-clinician's-guide-for-linking-people-to-opioid-treatment-services.txt::fixed::0,"=== Page 1 === A Drug Court Clinician’s Guide for Linking People to Opioid Treatment Services in Outpatient Offices, Clinics, and Opioid Treatment Programs (OTPs) === Page 2 === Introduction This pock...",7,withdrawal|symptoms|vomiting|cramps|sweating|withdrawal management|cold turkey
Q9,What is opioid withdrawal and how should it be managed?,fixed_overlap,3,10000,1,1,a-drug-court-clinician's-guide-for-linking-people-to-opioid-treatment-services.txt::fixed_overlap::0,"=== Page 1 === A Drug Court Clinician’s Guide for Linking People to Opioid Treatment Services in Outpatient Offices, Clinics, and Opioid Treatment Programs (OTPs) === Page 2 === Introduction This pock...",7,withdrawal|symptoms|vomiting|cramps|sweating|withdrawal management|cold turkey
Q9,What is opioid withdrawal and how should it be managed?,recursive,3,10000,1,2,a-drug-court-clinician's-guide-for-linking-people-to-opioid-treatment-services.txt::recursive::0,"role of opioids or non-opioid treatment options should be reconsidered in the treatment plan, whether a transition to a different opioid treatment option such as buprenorphine is appropriate, or wheth...",7,withdrawal|symptoms|vomiting|cramps|sweating|withdrawal management|cold turkey
Q9,What is opioid withdrawal and how should it be managed?,sentence_pack,3,10000,1,1,a-drug-court-clinician's-guide-for-linking-people-to-opioid-treatment-services.txt::sentence_pack::0,"=== Page 1 ===  A Drug Court Clinician’s Guide for Linking People to Opioid Treatment Services in Outpatient Offices, Clinics, and Opioid Treatment Programs (OTPs)  === Page 2 ===  Introduction This p...",7,withdrawal|symptoms|vomiting|cramps|sweating|withdrawal management|cold turkey
Q9,What is opioid withdrawal and how should it be managed?,semantic,3,10000,1,2,14104_Community Management of Opioid Overdose.txt::semantic::1,• Abrupt discontinuation of buprenorphine precipitates acute withdrawal. Participants should be warned about this and encouraged not to miss appointments. 12 • ©2018 ASAM and NADCP All rights reserved...,4,withdrawal|symptoms|vomiting|cramps
Q10,What psychosocial treatments are recommended alongside medication for OUD?,fixed,3,10000,1,1,a-drug-court-team-member's-guide-to-medication-in-addiction-treatment.txt::fixed::0,"=== Page 1 === A Drug Court Team Member’s Guide to Medication in Addiction Treatment === Page 2 === Introduction This pocket guide is intended for non-clinical drug court team members (e.g., court coo...",6,psychosocial|counseling|treatment|behavioral|recovery|support
Q10,What psychosocial treatments are recommended alongside medication for OUD?,fixed_overlap,3,10000,1,1,a-drug-court-team-member's-guide-to-medication-in-addiction-treatment.txt::fixed_overlap::0,"=== Page 1 === A Drug Court Team Member’s Guide to Medication in Addiction Treatment === Page 2 === Introduction This pocket guide is intended for non-clinical drug court team members (e.g., court coo...",6,psychosocial|counseling|treatment|behavioral|recovery|support
Q10,What psychosocial treatments are recommended alongside medication for OUD?,recursive,3,10000,1,1,SAMHSA Overdose Prevention and Response Toolkit.txt::recursive::1,"role of opioids or non-opioid treatment options should be reconsidered in the treatment plan, whether a transition to a different opioid treatment option such as buprenorphine is appropriate, or wheth...",6,psychosocial|counseling|treatment|behavioral|recovery|support
Q10,What psychosocial treatments are recommended alongside medication for OUD?,sentence_pack,3,10000,1,1,a-drug-court-team-member's-guide-to-medication-in-addiction-treatment.txt::sentence_pack::0,"=== Page 1 ===  A Drug Court Team Member’s Guide to Medication in Addiction Treatment  === Page 2 ===  Introduction This pocket guide is intended for non-clinical drug court team members (e.g., court ...",6,psychosocial|counseling|treatment|behavioral|recovery|support
Q10,What psychosocial treatments are recommended alongside medication for OUD?,semantic,3,10000,1,1,SAMHSA Overdose Prevention and Response Toolkit.txt::semantic::1,"Obtain an opioid overdose reversal medication such as naloxone or nalmefene, as well as fentanyl and xylazine test strips. Information on treatment services available in or near your community can be ...",6,psychosocial|counseling|treatment|behavioral|recovery|support
Q11,What is the role of drug testing in drug court programs?,fixed,3,10000,1,1,a-drug-court-team-member's-guide-to-medication-in-addiction-treatment.txt::fixed::0,"=== Page 1 === A Drug Court Team Member’s Guide to Medication in Addiction Treatment === Page 2 === Introduction This pocket guide is intended for non-clinical drug court team members (e.g., court coo...",6,drug testing|toxicology|testing|substance use|sanctions|self report
Q11,What is the role of drug testing in drug court programs?,fixed_overlap,3,10000,1,1,a-drug-court-team-member's-guide-to-medication-in-addiction-treatment.txt::fixed_overlap::0,"=== Page 1 === A Drug Court Team Member’s Guide to Medication in Addiction Treatment === Page 2 === Introduction This pocket guide is intended for non-clinical drug court team members (e.g., court coo...",6,drug testing|toxicology|testing|substance use|sanctions|self report
Q11,What is the role of drug testing in drug court programs?,recursive,3,10000,1,1,a-drug-court-team-member's-guide-to-medication-in-addiction-treatment.txt::recursive::0,"=== Page 1 ===  A Drug Court Team Member’s Guide to Medication in Addiction Treatment  === Page 2 ===  Introduction This pocket guide is intended for non-clinical drug court team members (e.g., court ...",6,drug testing|toxicology|testing|substance use|sanctions|self report
Q11,What is the role of drug testing in drug court programs?,sentence_pack,3,10000,1,1,a-drug-court-team-member's-guide-to-medication-in-addiction-treatment.txt::sentence_pack::0,"=== Page 1 ===  A Drug Court Team Member’s Guide to Medication in Addiction Treatment  === Page 2 ===  Introduction This pocket guide is intended for non-clinical drug court team members (e.g., court ...",6,drug testing|toxicology|testing|substance use|sanctions|self report
Q11,What is the role of drug testing in drug court programs?,semantic,3,10000,1,3,a-drug-court-clinician's-guide-for-linking-people-to-opioid-treatment-services.txt::semantic::0,"=== Page 1 ===  A Drug Court Team Member’s Guide to Medication in Addiction Treatment  === Page 2 ===  Introduction This pocket guide is intended for non-clinical drug court team members (e.g., court ...",6,drug testing|toxicology|testing|substance use|sanctions|self report
Q12,How are patients assessed and diagnosed for opioid use disorder?,fixed,3,10000,1,1,a-drug-court-clinician's-guide-for-linking-people-to-opioid-treatment-services.txt::fixed::0,"=== Page 1 === A Drug Court Clinician’s Guide for Linking People to Opioid Treatment Services in Outpatient Offices, Clinics, and Opioid Treatment Programs (OTPs) === Page 2 === Introduction This pock...",6,assessment|diagnosis|asam|clinician|multidimensional|evaluation
Q12,How are patients assessed and diagnosed for opioid use disorder?,fixed_overlap,3,10000,1,1,a-drug-court-clinician's-guide-for-linking-people-to-opioid-treatment-services.txt::fixed_overlap::0,"=== Page 1 === A Drug Court Clinician’s Guide for Linking People to Opioid Treatment Services in Outpatient Offices, Clinics, and Opioid Treatment Programs (OTPs) === Page 2 === Introduction This pock...",6,assessment|diagnosis|asam|clinician|multidimensional|evaluation
Q12,How are patients assessed and diagnosed for opioid use disorder?,recursive,3,10000,1,1,a-drug-court-clinician's-guide-for-linking-people-to-opioid-treatment-services.txt::recursive::0,"=== Page 1 ===  A Drug Court Clinician’s Guide for Linking People to Opioid Treatment Services in Outpatient Offices, Clinics, and Opioid Treatment Programs (OTPs)  === Page 2 ===  Introduction This p...",6,assessment|diagnosis|asam|clinician|multidimensional|evaluation
Q12,How are patients assessed and diagnosed for opioid use disorder?,sentence_pack,3,10000,1,1,a-drug-court-clinician's-guide-for-linking-people-to-opioid-treatment-services.txt::sentence_pack::0,"=== Page 1 ===  A Drug Court Clinician’s Guide for Linking People to Opioid Treatment Services in Outpatient Offices, Clinics, and Opioid Treatment Programs (OTPs)  === Page 2 ===  Introduction This p...",6,assessment|diagnosis|asam|clinician|multidimensional|evaluation
Q12,How are patients assessed and diagnosed for opioid use disorder?,semantic,3,10000,1,1,a-drug-court-clinician's-guide-for-linking-people-to-opioid-treatment-services.txt::semantic::0,"=== Page 1 ===  A Drug Court Clinician’s Guide for Linking People to Opioid Treatment Services in Outpatient Offices, Clinics, and Opioid Treatment Programs (OTPs)  === Page 2 ===  Introduction This p...",6,assessment|diagnosis|asam|clinician|multidimensional|evaluation
Q13,What are the successes and challenges of the Access-Clark MOUD partnership?,fixed,3,10000,0,,,"form of understanding systems and processes in order to facilitate access to healthcare, and it also involves being willing to transform organizational structures to include people with experience of ...",0,
Q13,What are the successes and challenges of the Access-Clark MOUD partnership?,fixed_overlap,3,10000,0,,,CMS Cross Cutting Initiative Behavioral Health Addressing the country’s behavioral health crisis is a key priority for CMS. Medicaid and the Children’s Health Insurance Program (CHIP) are the largest ...,0,
Q13,What are the successes and challenges of the Access-Clark MOUD partnership?,recursive,3,10000,0,,,CMS Cross Cutting Initiative Behavioral Health Addressing the country’s behavioral health crisis is a key priority for CMS. Medicaid and the Children’s Health Insurance Program (CHIP) are the largest ...,0,
Q13,What are the successes and challenges of the Access-Clark MOUD partnership?,sentence_pack,3,10000,0,,,In early stages of studying pharmacokinetics and efficacy of possible noninjectable naloxone formulations at Kings College. Oanh Thi Hai Khuat Center for Supporting Community Development Initiatives (...,0,
Q13,What are the successes and challenges of the Access-Clark MOUD partnership?,semantic,3,10000,0,,,"Federal and state requirements for establishing new OTPs protect patient confidentiality and include security procedures for medication management. Medicaid is mandated to cover methadone, buprenorphi...",0,
Q14,What types of staff are involved in the MOUD care team?,fixed,3,10000,0,,,"form of understanding systems and processes in order to facilitate access to healthcare, and it also involves being willing to transform organizational structures to include people with experience of ...",0,
Q14,What types of staff are involved in the MOUD care team?,fixed_overlap,3,10000,0,,,June 2018 ACTION GUIDE To Address opioid Abuse Promoting Wellness and Recovery • mha.ohio.gov/gcoat Ohio | Action Guide to Address Opioid Abuse Ohio | Action Guide to Address Opioid Abuse Ohio | Actio...,0,
Q14,What types of staff are involved in the MOUD care team?,recursive,3,10000,0,,,June 2018 ACTION GUIDE To Address opioid Abuse Promoting Wellness and Recovery • mha.ohio.gov/gcoat  Ohio | Action Guide to Address Opioid Abuse Ohio | Action Guide to Address Opioid Abuse Ohio | Acti...,0,
Q14,What types of staff are involved in the MOUD care team?,sentence_pack,3,10000,0,,,June 2018 ACTION GUIDE To Address opioid Abuse Promoting Wellness and Recovery • mha.ohio.gov/gcoat  Ohio | Action Guide to Address Opioid Abuse Ohio | Action Guide to Address Opioid Abuse Ohio | Acti...,0,
Q14,What types of staff are involved in the MOUD care team?,semantic,3,10000,1,1,Healing Hands for January 2024.txt::semantic::2,"CHWs are all formerly incarcerated people, so they understand the challenges of navigating health care, housing, and other needs after being affected by incarceration. Most consumers served by the pro...",4,psychiatrist|nurse practitioner|outreach|nursing
Q15,How can drug court participants be linked to medication-assisted treatment providers?,fixed,3,10000,1,1,a-drug-court-team-member's-guide-to-medication-in-addiction-treatment.txt::fixed::0,"=== Page 1 === A Drug Court Team Member’s Guide to Medication in Addiction Treatment === Page 2 === Introduction This pocket guide is intended for non-clinical drug court team members (e.g., court coo...",7,provider|locator|samhsa|physician|link|refer|office based
Q15,How can drug court participants be linked to medication-assisted treatment providers?,fixed_overlap,3,10000,1,1,a-drug-court-team-member's-guide-to-medication-in-addiction-treatment.txt::fixed_overlap::0,"=== Page 1 === A Drug Court Team Member’s Guide to Medication in Addiction Treatment === Page 2 === Introduction This pocket guide is intended for non-clinical drug court team members (e.g., court coo...",7,provider|locator|samhsa|physician|link|refer|office based
Q15,How can drug court participants be linked to medication-assisted treatment providers?,recursive,3,10000,1,1,a-drug-court-team-member's-guide-to-medication-in-addiction-treatment.txt::recursive::0,"=== Page 1 ===  A Drug Court Team Member’s Guide to Medication in Addiction Treatment  === Page 2 ===  Introduction This pocket guide is intended for non-clinical drug court team members (e.g., court ...",7,provider|locator|samhsa|physician|link|refer|office based
Q15,How can drug court participants be linked to medication-assisted treatment providers?,sentence_pack,3,10000,1,1,a-drug-court-team-member's-guide-to-medication-in-addiction-treatment.txt::sentence_pack::0,"=== Page 1 ===  A Drug Court Team Member’s Guide to Medication in Addiction Treatment  === Page 2 ===  Introduction This pocket guide is intended for non-clinical drug court team members (e.g., court ...",7,provider|locator|samhsa|physician|link|refer|office based
Q15,How can drug court participants be linked to medication-assisted treatment providers?,semantic,3,10000,1,1,a-drug-court-clinician's-guide-for-linking-people-to-opioid-treatment-services.txt::semantic::2,"• However, many treatment programs do not have physicians and nurses on staff and may have limited access to or familiarity with medication. In some cases, programs may even be biased against medicati...",7,provider|locator|samhsa|physician|link|refer|office based
Q1,How should someone respond to an opioid overdose?,fixed,5,10000,1,1,14104_Community Management of Opioid Overdose.txt::fixed::0,"Contact Management of Substance Abuse Department of Mental Health and Substance Abuse 20, Avenue Appia 1211 Geneva 27 Switzerland Tel: + 41 22 791 21 11 Email: msb@who.int www.who.int/substance_abuse ...",5,naloxone|overdose|breathing|intranasal|injection
Q1,How should someone respond to an opioid overdose?,fixed_overlap,5,10000,1,1,14104_Community Management of Opioid Overdose.txt::fixed_overlap::0,"Contact Management of Substance Abuse Department of Mental Health and Substance Abuse 20, Avenue Appia 1211 Geneva 27 Switzerland Tel: + 41 22 791 21 11 Email: msb@who.int www.who.int/substance_abuse ...",5,naloxone|overdose|breathing|intranasal|injection
Q1,How should someone respond to an opioid overdose?,recursive,5,10000,1,1,14104_Community Management of Opioid Overdose.txt::recursive::0,"Contact Management of Substance Abuse Department of Mental Health and Substance Abuse 20, Avenue Appia  1211 Geneva 27  Switzerland Tel: + 41 22 791 21 11 Email: msb@who.int www.who.int/substance_abus...",5,naloxone|overdose|breathing|intranasal|injection
Q1,How should someone respond to an opioid overdose?,sentence_pack,5,10000,1,1,14104_Community Management of Opioid Overdose.txt::sentence_pack::0,"Contact Management of Substance Abuse Department of Mental Health and Substance Abuse 20, Avenue Appia 1211 Geneva 27 Switzerland Tel: + 41 22 791 21 11 Email: msb@who.int www.who.int/substance_abuse ...",5,naloxone|overdose|breathing|intranasal|injection
Q1,How should someone respond to an opioid overdose?,semantic,5,10000,1,3,14104_Community Management of Opioid Overdose.txt::semantic::4,"Contact Management of Substance Abuse Department of Mental Health and Substance Abuse 20, Avenue Appia 1211 Geneva 27 Switzerland Tel: + 41 22 791 21 11 Email: msb@who.int www.who.int/substance_abuse ...",4,naloxone|overdose|breathing|intranasal
Q2,What are the signs and symptoms of opioid overdose?,fixed,5,10000,1,5,a-drug-court-clinician's-guide-for-linking-people-to-opioid-treatment-services.txt::fixed::0,"contents of substances cannot be confirmed), providers may offer education that can reduce that person’s risk for overdose. The patient may benefit from education on strategies to reduce their unique ...",6,shallow breathing|pinpoint pupils|blue|purple|heartbeat|awaken
Q2,What are the signs and symptoms of opioid overdose?,fixed_overlap,5,10000,0,,,"they were prescribed.                Never use drugs alone, tell a friend or call 988 to talk about overdose risk with a professional or peer counselor. Start with the lowest possible a...",0,
Q2,What are the signs and symptoms of opioid overdose?,recursive,5,10000,1,5,a-drug-court-clinician's-guide-for-linking-people-to-opioid-treatment-services.txt::recursive::0,"role of opioids or non-opioid treatment options should be reconsidered in the treatment plan, whether a transition to a different opioid treatment option such as buprenorphine is appropriate, or wheth...",6,shallow breathing|pinpoint pupils|blue|purple|heartbeat|awaken
Q2,What are the signs and symptoms of opioid overdose?,sentence_pack,5,10000,1,4,a-drug-court-clinician's-guide-for-linking-people-to-opioid-treatment-services.txt::sentence_pack::0,"Contact Management of Substance Abuse Department of Mental Health and Substance Abuse 20, Avenue Appia 1211 Geneva 27 Switzerland Tel: + 41 22 791 21 11 Email: msb@who.int www.who.int/substance_abuse ...",6,shallow breathing|pinpoint pupils|blue|purple|heartbeat|awaken
Q2,What are the signs and symptoms of opioid overdose?,semantic,5,10000,1,1,SAMHSA Overdose Prevention and Response Toolkit.txt::semantic::1,"Obtain an opioid overdose reversal medication such as naloxone or nalmefene, as well as fentanyl and xylazine test strips. Information on treatment services available in or near your community can be ...",4,shallow breathing|blue|purple|awaken
Q3,What is buprenorphine and how is it used to treat opioid use disorder?,fixed,5,10000,1,2,a-drug-court-clinician's-guide-for-linking-people-to-opioid-treatment-services.txt::fixed::0,"both monoproduct and extended-release injection forms. The drugs are preferred in more states, and fewer states have PA requirements or quantity limits. This expansion of access aligns with recent res...",5,buprenorphine|partial agonist|withdrawal|office based|suboxone
Q3,What is buprenorphine and how is it used to treat opioid use disorder?,fixed_overlap,5,10000,1,1,a-drug-court-clinician's-guide-for-linking-people-to-opioid-treatment-services.txt::fixed_overlap::0,"=== Page 1 === A Drug Court Clinician’s Guide for Linking People to Opioid Treatment Services in Outpatient Offices, Clinics, and Opioid Treatment Programs (OTPs) === Page 2 === Introduction This pock...",5,buprenorphine|partial agonist|withdrawal|office based|suboxone
Q3,What is buprenorphine and how is it used to treat opioid use disorder?,recursive,5,10000,1,4,a-drug-court-clinician's-guide-for-linking-people-to-opioid-treatment-services.txt::recursive::0,23 Buprenorphine (Monoproduct and Extended‑Release Injection) ● Buprenorphine monoproduct (buprenorphine alone) is very widely covered (see Fig. 6a and 6b). Injectable buprenorphine is covered in fewe...,5,buprenorphine|partial agonist|withdrawal|office based|suboxone
Q3,What is buprenorphine and how is it used to treat opioid use disorder?,sentence_pack,5,10000,1,2,a-drug-court-clinician's-guide-for-linking-people-to-opioid-treatment-services.txt::sentence_pack::0,"Injectable buprenorphine is covered in fewer states, and the rates of preferred status among those states with coverage is similar (see Fig. 7a and 7b). However, buprenorphine monoproduct is more like...",5,buprenorphine|partial agonist|withdrawal|office based|suboxone
